Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Jagung Tk Peternak,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Curah,,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
30/08/2023,"23,9","33,1","28,6",67,0,9,8,80,3,E,6.520,12.880,11.490,19.670,34.200,37.130,27.270,116.380,38.990,28.610,14.000,17.650,11.410,15.430,,40.010,34.610,38.690,13.270,12.300
31/08/2023,"23,6","33,2","28,7",65,0,9,7,110,3,E,5.820,12.880,11.370,19.020,34.430,37.130,27.720,115.640,39.640,28.280,14.000,17.650,11.410,15.200,,41.980,33.220,38.690,13.120,12.300
01/09/2023,25,"33,4","28,3",67,0,"8,5",5,160,3,SE,6.800,11.390,12.580,19.520,35.400,39.460,38.610,136.350,32.460,28.710,14.450,15.980,10.780,14.160,,38.300,32.630,40.000,12.520,13.770
02/09/2023,24,"33,2",28,64,0,"8,4",7,130,3,SE,6.800,11.440,12.670,19.350,35.400,38.710,37.360,136.350,32.170,28.560,14.450,15.980,10.780,14.160,,38.300,32.420,40.000,12.520,13.770
03/09/2023,"23,2","33,7","27,7",62,0,"8,3",7,150,4,SE,6.800,11.540,12.670,19.080,35.110,39.280,36.600,136.350,31.340,28.560,14.450,15.980,10.780,14.160,,38.300,32.420,40.000,12.520,13.770
04/09/2023,"23,9",33,"27,5",64,0,"8,2",6,130,3,SE,6.820,11.710,12.670,19.010,35.010,37.110,37.060,136.350,31.310,28.560,14.450,15.980,10.820,14.160,,38.420,32.630,40.000,12.520,13.770
05/09/2023,"23,2","33,2","27,9",60,0,"8,3",8,150,4,SE,6.800,11.790,12.670,19.120,35.010,35.810,36.050,136.350,31.180,28.650,14.540,15.980,10.780,14.160,,38.420,32.060,40.000,12.520,13.770
06/09/2023,24,"34,7","28,5",66,,"8,5",6,70,3,SE,6.800,11.840,12.670,19.010,35.020,34.100,35.220,136.350,31.030,28.650,14.540,15.980,10.780,14.160,,38.070,32.060,40.000,12.520,13.770
07/09/2023,"24,6",33,"28,4",71,0,"8,2",7,140,3,SE,6.960,11.790,12.670,19.080,35.120,33.900,35.220,136.350,31.040,28.560,14.540,15.980,10.780,14.160,,38.070,32.060,40.000,12.520,13.770
08/09/2023,"24,4",33,"28,2",68,0,"8,2",7,140,3,SE,6.960,11.790,12.670,18.930,35.040,33.290,36.000,136.350,31.320,28.650,14.540,15.980,10.780,14.160,,38.420,32.420,40.000,12.520,13.770
09/09/2023,"23,2","33,8","27,7",68,,"8,5",6,140,3,SE,6.960,11.860,12.750,18.690,34.940,32.270,36.090,136.350,31.030,28.650,14.540,15.980,10.860,14.160,,38.420,32.320,40.000,12.520,13.770
10/09/2023,23,"33,6","27,9",63,0,"8,5",7,140,4,SE,6.960,11.870,12.670,18.930,34.940,32.270,35.370,136.350,31.030,28.650,14.630,15.980,10.780,14.160,,38.420,32.060,40.000,12.520,13.770
11/09/2023,24,"34,6",29,65,,"8,5",8,180,3,SE,6.960,12.130,12.750,18.490,34.850,31.020,35.670,136.350,31.230,28.650,14.590,16.090,10.780,14.280,,38.420,32.260,40.000,12.520,13.770
12/09/2023,"25,2","34,8","29,2",66,0,"8,5",7,140,4,S,6.960,12.090,12.750,17.960,33.790,30.960,36.120,136.350,31.330,28.560,14.590,16.090,10.820,14.160,,38.420,32.420,40.000,12.520,13.770
13/09/2023,"25,2","34,8","28,9",68,0,"8,8",7,150,3,SE,6.960,12.140,12.750,18.520,33.610,30.320,36.270,136.350,31.330,28.560,14.680,16.090,10.820,14.160,,38.420,32.420,40.000,12.520,13.770
14/09/2023,"25,6","32,8","28,4",71,0,"8,7",8,150,4,SE,6.960,12.140,12.750,17.900,33.160,29.770,34.490,136.350,31.330,28.560,14.680,16.090,10.780,14.160,,38.420,32.630,40.000,12.520,13.770
15/09/2023,"23,6","33,1","28,1",68,0,"8,3",7,140,3,SE,6.960,12.140,12.750,17.900,33.230,29.450,34.680,136.350,31.330,28.560,14.680,16.090,10.780,14.160,,38.420,32.630,40.000,12.520,13.770
16/09/2023,25,"33,2","28,7",71,0,"8,7",8,140,4,SE,6.960,12.140,12.750,17.640,33.160,29.080,34.240,136.350,31.330,28.460,14.680,16.090,10.820,14.160,,38.420,32.420,40.000,12.520,13.770
17/09/2023,"25,4","34,2","28,6",70,0,"8,3",6,130,4,SE,6.960,12.140,12.750,17.640,32.970,28.460,33.990,136.350,31.230,28.460,14.680,16.090,10.820,14.160,,38.420,32.420,40.000,12.610,13.770
18/09/2023,"24,8","33,4","28,3",70,5,"8,7",6,140,3,SE,6.960,12.140,12.750,17.960,33.060,28.130,33.960,136.350,31.050,28.460,14.680,16.090,10.820,14.160,,38.640,32.930,40.000,12.520,13.770
19/09/2023,"24,2","34,4",29,65,,"8,1",7,140,4,SE,6.960,12.140,12.750,17.960,34.200,28.550,33.620,136.350,30.710,28.460,14.720,15.970,10.820,14.160,,38.640,33.370,40.000,12.520,13.770
20/09/2023,"24,6","34,4","28,7",67,,"8,6",6,120,4,E,6.960,12.140,12.750,17.960,34.200,28.900,33.080,136.350,31.050,28.460,14.720,15.970,10.820,14.160,,38.640,33.370,35.500,12.140,13.670
21/09/2023,"24,5","33,8","28,4",64,0,"8,6",8,120,3,SE,6.960,12.140,12.720,18.060,34.200,29.090,33.500,136.350,31.130,28.460,14.720,15.970,10.730,14.160,,38.640,33.370,35.500,12.350,13.580
22/09/2023,"23,4",33,28,63,0,"7,3",7,150,4,SE,6.960,12.140,12.720,17.740,33.560,31.660,33.770,136.350,30.950,28.460,14.720,15.970,10.730,14.160,,38.640,33.110,35.500,12.350,13.670
23/09/2023,"24,6","34,8","28,7",65,0,"8,6",7,170,4,S,6.960,12.180,12.720,17.310,33.760,32.530,35.340,136.350,31.130,28.460,14.720,15.970,10.730,14.160,,38.640,32.880,36.660,12.350,13.670
24/09/2023,"24,8","34,8","29,1",62,0,"8,8",10,150,4,SE,6.960,12.180,12.710,17.480,33.760,32.760,34.700,136.350,31.130,28.460,14.720,15.970,10.730,14.160,,38.640,32.880,36.660,12.350,13.670
25/09/2023,25,"34,6","29,1",71,0,"8,6",6,150,3,SE,6.960,12.190,12.710,17.570,33.680,34.690,34.710,136.350,30.950,28.120,14.720,15.970,10.730,14.160,,38.640,32.820,36.660,12.430,13.670
26/09/2023,"24,5",35,"28,7",61,0,"8,7",7,140,3,SE,6.960,12.210,12.710,17.300,33.680,36.230,36.450,136.350,31.050,28.120,14.720,15.970,10.730,14.160,,38.640,32.810,35.780,12.430,13.670
27/09/2023,24,"34,6",29,62,,"8,5",7,140,4,SE,6.960,12.270,12.720,17.300,33.680,37.340,37.620,136.350,31.230,28.120,14.810,15.620,10.730,14.030,,38.640,32.680,35.780,12.430,13.670
28/09/2023,"24,6",35,"28,9",66,0,"8,8",8,120,4,SE,6.960,12.270,12.720,17.550,33.680,36.960,37.680,136.350,31.330,28.120,14.810,15.620,10.730,14.110,,39.700,33.910,37.950,12.430,13.670
29/09/2023,"25,8","34,6","29,8",65,0,"8,7",9,140,4,SE,6.960,12.270,12.720,17.550,33.080,36.230,37.740,136.350,31.420,28.120,14.810,15.480,10.730,14.030,,38.900,33.280,32.000,12.430,13.670
30/09/2023,"25,8",35,"29,5",61,0,"8,6",6,140,3,SE,6.960,12.270,12.720,17.650,33.770,36.630,37.330,136.870,31.420,28.120,14.810,15.620,10.730,14.030,,38.760,33.050,37.950,12.430,13.670
01/10/2023,"24,4","35,3","29,1",64,0,"8,7",7,140,2,SE,6.840,12.590,11.740,29.860,39.220,42.120,44.480,137.940,39.100,26.320,14.740,17.630,9.790,15.240,,36.160,35.830,39.470,10.710,12.740
02/10/2023,"25,2","35,1","29,2",60,0,"8,7",8,150,3,SE,6.920,12.590,11.740,29.860,40.900,42.120,43.500,137.940,39.440,26.150,14.740,17.630,9.790,15.190,,36.160,35.830,39.470,10.710,12.740
03/10/2023,"25,5",35,"29,3",65,0,"8,8",7,120,3,SE,6.960,12.370,11.740,28.930,39.190,43.000,45.430,137.940,39.330,25.980,14.690,17.200,9.790,15.190,,37.530,37.130,40.430,10.860,12.690
04/10/2023,"26,4","34,8","29,9",64,0,"8,8",7,140,3,SE,6.990,12.590,11.740,28.970,40.000,43.330,44.300,137.940,39.440,26.150,14.740,17.630,9.790,15.190,,36.160,35.830,39.470,10.710,12.740
05/10/2023,"25,8","34,7","29,3",72,,"8,8",7,140,4,SE,6.950,12.760,11.740,28.230,40.000,43.330,44.480,137.940,39.100,26.060,14.740,17.630,9.790,15.190,,36.160,35.830,39.470,10.710,12.740
06/10/2023,26,"35,8","30,4",64,,"7,4",8,150,4,SE,6.930,12.760,11.740,27.910,39.660,44.090,45.260,137.940,39.100,26.060,14.740,17.630,9.590,15.240,,36.160,35.830,39.470,10.710,12.740
07/10/2023,"26,8","33,8","29,8",67,0,"8,8",9,150,4,SE,6.930,12.710,11.740,27.910,39.660,44.300,47.340,137.940,39.100,26.150,14.740,17.630,9.590,15.240,,36.160,35.830,39.470,10.710,12.740
08/10/2023,"25,6","35,1","29,8",69,0,"7,4",10,150,4,SE,6.950,12.710,11.740,27.250,40.000,44.480,47.340,137.940,39.100,26.240,14.740,17.630,9.790,15.240,,36.160,35.830,39.470,10.710,12.740
09/10/2023,26,35,"30,4",64,0,"8,8",7,150,2,SE,6.930,12.710,11.740,27.250,40.000,43.530,47.340,137.940,39.100,26.310,14.740,17.630,9.790,15.190,,36.160,35.830,39.470,10.710,12.740
10/10/2023,"27,2","35,5","30,7",64,0,"8,9",5,110,2,SE,7.000,12.710,11.740,27.590,40.000,44.030,49.390,137.940,39.100,26.480,14.740,17.630,9.790,15.190,,36.160,35.830,39.470,10.710,12.740
11/10/2023,,"34,8","30,4",63,,"6,8",7,150,3,SE,7.000,12.660,11.660,26.920,40.000,42.430,48.210,136.580,38.440,26.740,14.620,17.700,9.650,15.330,,33.610,34.050,37.080,10.190,12.610
